First Name,Last Name,Full Name,Position,Formatted DOB,Date of Birth,Birth Place,Nationality,Gender,Email,Address,Phone Number,Phone Number 2,House,Additional Information,RCA (Partner),Source,Official Websites,Unofficial Websites,Thread,Date of Data,3rd Party Check - Record Exists,3rd Party Check - Last Name,3rd Party Check - First Name,3rd Party Check - DOB,3rd Party Check - Place of Birth,3rd Party Check - Nationality,3rd Party Check - Gender
Leda,Kelly,Leda Kelly,Department of Transportation Chief of Staff,,NA,NA,USA,F,NA,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(850) 414-5234,,NA,"Based on the provided search results, Leda Kelly is the Chief of Staff for the Florida Department of Transportation (FDOT). Key information about Leda Kelly:

    She currently serves as the Chief of Staff at the Florida Department of Transportation, a senior leadership position.

Prior to FDOT, she worked as a Staff Director for the Florida House of Representatives and as the Deputy Director of External Affairs for the Executive Office of the Governor (Florida).
She was appointed to the Florida Commission on the Status of Women by Governor Ron DeSantis in December 2023.
She earned her bachelor's degree from Louisiana State University.
She is active on Twitter, sharing updates related to FDOT and transportation issues in Florida.

The search results clearly identify Leda Kelly as a high-ranking official within the Florida state government, currently serving as the Chief of Staff overseeing operations at the Florida Department of Transportation under Secretary Jared W. Perdue. Her background includes previous roles in the state legislature and governor's office before joining FDOT's senior leadership team.

====

Based on the provided search results, here is the relevant PEP (Politically Exposed Person) information on Leda Kelly:
PEP Identification

    Full Name: Leda Williams Kelly (formerly Leda Kelly-Barbosa)
    Current Position: Chief of Staff, Florida Department of Transportation (FDOT)

Appointed by: Governor Ron DeSantis in 2023
Previous Roles: Staff Director for Florida House of Representatives, Deputy Director of External Affairs for Florida Governor's Office
Source of Wealth and Funds

    Career in Florida state government roles

    No information provided on personal wealth sources

Risk Assessment

    Senior political appointee overseeing operations at major state agency (FDOT)

Ability to influence state transportation policies and contracts as Chief of Staff

    No adverse information found in provided results

Ongoing Monitoring

    As a senior political appointee, subject to monitoring for ethics/conflicts during tenure
    May require periodic updates based on actions taken in official capacity

The key PEP information covers Kelly's identification as a senior political appointee overseeing FDOT operations, her background in the state legislature and governor's office, the importance of her current Chief of Staff role working directly for the FDOT Secretary, and the need for ongoing monitoring given the position's influence over state transportation matters.

===

Based on the provided search results, here is the relevant contact information for Leda Kelly, Chief of Staff at the Florida Department of Transportation: Professional Contact Information: Office Address:
Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399 Office Phone Number: (850) 414-4100 (FDOT Headquarters main line) Twitter: @ledawilliams
LinkedIn: https://www.linkedin.com/in/leda-williams-kelly The search results do not provide Leda Kelly's direct email address or personal phone number. As a senior government official, her personal contact details are likely not publicly listed for privacy reasons. The sources confirm her professional role as Chief of Staff at FDOT, as well as her previous government positions in the Florida legislature and governor's office. Her office would be at the FDOT headquarters in Tallahassee, with the main office number provided. Her professional Twitter account and LinkedIn profile are also listed. To try to reach her directly, the appropriate avenues would be through official FDOT communications channels or the contact information she has publicly shared on her professional social media profiles.",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.linkedin.com/in/leda-williams-kelly/
https://www.flgov.com/2023/12/19/governor-ron-desantis-appoints-three-to-the-florida-commission-on-the-status-of-women-2/
https://flvoicenews.com/leda-kelly-becomes-chief-of-staff-for-florida-dept-of-transportation/",,https://www.perplexity.ai/search/PEP-means-politically-Q.DQT.OaTi.BlxP256fqKw,30 May 2024,not found,not found,not found,not found,not found,not found,not found
Will,Watts,Will Watts,Department of Transportation Assistant Secretary for Engineering and Operations,,NA,NA,NA,M,willwatts@fdot.gov,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(850) 414-5236,,NA,"Based on the provided sources, here is the relevant PEP information for Will Watts, Assistant Secretary for Engineering and Operations at the Florida Department of Transportation:
PEP Identification

    Full Name: Will Watts, Jr., P.E.
    Position/Title: Assistant Secretary for Engineering and Operations
    Employer: Florida Department of Transportation (FDOT)
    Responsibilities: Oversees engineering and operations functions for FDOT

Source of Wealth and Funds

    Source of Wealth: Income from public sector employment with FDOT
    Expected Account Activity: Likely personal and household expenses in Florida

Risk Assessment

    Political Exposure: High-ranking public official overseeing key transportation infrastructure projects and operations statewide

    Country Risk: United States has a relatively low corruption risk
    No adverse media reports or allegations of misconduct found

Ongoing Monitoring

    Continue screening his name against PEP databases and watchlists
    Monitor for unusual account activity, large transactions, funds transfers
    Review media for any reports of unethical conduct or misuse of public office

As a senior political figure responsible for critical state transportation functions, enhanced due diligence would be warranted to verify the source of funds and monitor for potential corruption risks on an ongoing basis

====

Based on the information provided in the search results, here are the details to contact Will Watts, Assistant Secretary for Engineering and Operations at the Florida Department of Transportation: Email: willwatts@fdot.gov Phone: (850) 414-6670 You can also reach out to him through his official position at the Florida Department of Transportation headquarters in Tallahassee: Will Watts, P.E.
Assistant Secretary for Engineering and Operations
Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399
United States The search results clearly provide Will Watts' current professional email address and direct phone number at FDOT, as well as his official mailing address and position details. As a senior public official overseeing critical state transportation engineering and operations, contacting him through these official government channels would be the most appropriate way to reach out regarding matters related to his role and responsibilities at FDOT.",NA,,https://www.fdot.gov/info/moredot/mission.shtm,,https://www.perplexity.ai/search/PEP-means-politically-qSFm7lcIQmirREp_Xy94UQ,30 May 2024,not found,not found,not found,not found,not found,not found,not found
Lisa,Saliba,Lisa Saliba,Department of Transportation Assistant Secretary for Finance and Administration,,NA,NA,NA,F,lisa.saliba@dot.state.fl.us,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(850) 414-5215,,NA,"Based on the information provided in the search results, here is the relevant PEP information for Lisa Saliba, Assistant Secretary for Finance & Administration at the Florida Department of Transportation:
PEP Identification Data

    Full Name: Lisa Saliba
    Current Position: Assistant Secretary for Finance & Administration, Florida Department of Transportation

Employer: Florida Department of Transportation (State Government Agency)
Risk Assessment Factors

    Country: United States (Lower risk)

Position: Senior executive role overseeing $10 billion program budget and finance at a state agency
Industry: Transportation/Infrastructure (Potentially higher risk for corruption)

    No adverse media or allegations of illicit activities found in search results

Other Relevant Information

    Previous Roles: Policy Coordinator at Florida Governor's Office, Staff Director at Florida House of Representatives

Education: BS from Florida State University, studied at Liberty University
While Lisa Saliba holds a senior position in state government overseeing a large budget in a potentially higher-risk industry, she does not appear to have an extremely high-level or national-level position based on the available information. As a U.S. state employee, she likely presents a moderate risk level for a politically exposed person requiring enhanced due diligence from financial institutions. Ongoing monitoring of her position, roles, wealth sources and any potential negative news would be prudent to continually assess her PEP risk rating. More comprehensive databases and data sources could potentially provide additional relevant PEP information as well.",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.linkedin.com/in/lisasaliba
https://www.flsenate.gov/Committees/Show/ATD/Meeting%20Packet/5332
https://www.myfloridahouse.gov/FileStores/Web/HouseContent/Approved/ClerksOffice/GuideToFlorida.pdf",https://rocketreach.co/lisa-saliba-email_5875349,https://www.perplexity.ai/search/PEP-means-politically-cfDYCkF7QzCOAEez2p4FDg,30 May 2024,not found,not found,not found,not found,not found,not found,not found
Kim,Holland,Kim Holland,Department of Transportation Assistant Secretary for Strategic Development,,NA,NA,NA,F,kim.holland@dot.state.fl.us,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(850) 414-5235,,NA,"Based on the provided search results, here is the relevant PEP information for Kim Holland, Assistant Secretary of Strategic Development at the Florida Department of Transportation:
PEP Identification

    Full Name: Kim Holland
    Position/Title: Assistant Secretary of Strategic Development, Florida Department of Transportation
    Employer: Florida Department of Transportation (State Government Agency)
    Start Date: September 2023 (Current Role)

Risk Assessment

    Country/Jurisdiction: United States/Florida
    Role: Oversees strategic investments and funding for Florida's transportation infrastructure, including ports and supply chain logistics

Level of Authority/Influence: Senior leadership role responsible for major infrastructure projects and partnerships with businesses

    No adverse information found regarding allegations of corruption or misuse of funds

Source of Wealth

    Over 28 years of experience in infrastructure engineering in the private sector prior to current government role

Previous roles included Strategy Leader/EVP at RS&H engineering firm (2002-2023)
Close Associates

    No close family members or associates identified in the search results

The search results provide Kim Holland's background, current position overseeing strategic transportation development in Florida, and previous private sector engineering experience. No adverse information related to corruption risks was found. Enhanced due diligence may be warranted given her senior role and authority over major infrastructure projects and partnerships.",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.linkedin.com/in/kim-holland-13803466/
https://www.fdot.gov/strategicdevelopment/default.shtm",https://rocketreach.co/kim-holland-email_7068216,https://www.perplexity.ai/search/PEP-means-politically-_tVbfk_oRNmDUtyGVhiNpA,30 May 2024,not found,not found,not found,not found,not found,not found,not found
Rebekah,Davis,Rebekah Davis,Department of Transportation General Counsel,,NA,NA,NA,F,NA,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(850) 414-5265,(850) 414-5264,NA,"Here is the key PEP information for Rebekah Davis, General Counsel at the Florida Department of Transportation:
PEP Identification

    Full legal name: Rebekah Davis

Current position: General Counsel, Florida Department of TransportationEmployer: Florida Department of Transportation
Source of Wealth and Funds

    No specific information provided about source of wealth or funds

Risk Assessment

    No known allegations or convictions related to corruption, bribery or misuse of public assets
    No information provided about complex corporate structures or use of legal entities to obscure ownership

Ongoing Monitoring

    Continual screening against updated PEP lists and databases would be required
    Monitoring of account activity and reviewing negative news/media reports for any emerging risks

The search results provide Rebekah Davis' position as General Counsel at the Florida Department of Transportation, but do not contain comprehensive PEP information like date of birth, nationality, relationship details, source of wealth, or risk factors. Ongoing monitoring would be needed to fully assess PEP risk.",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.linkedin.com/in/rebekah-davis-b5a9a05/
https://www.fdot.gov/legal/default.shtm",https://rocketreach.co/rebekah-davis-email_83846181,https://www.perplexity.ai/search/PEP-means-politically-xuInCodkRbuJR1MUk0Cbfg,30 May 2024,not found,not found,not found,not found,not found,not found,not found
Trey,Tillander,Trey Tillander,Department of Transportation Executive Director of Transportation Technology,,NA,NA,NA,M,trey.tillander@dot.state.fl.us,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(850) 414-4772,,NA,"Here is the key PEP information for Trey Tillander, Executive Director of Transportation Technology at the Florida Department of Transportation:
Identifying PEP

    Full name: Trey Tillander

Current position: Executive Director of Transportation Technology at FDOTYears of service: Has held this role since at least 2022
Due Diligence

    Trey Tillander is a Professional Engineer (P.E.)

Provides statewide technology leadership for FDOT, including information technology, operational technology and transportation systems management and operations
Oversees analytics to help FDOT better understand its roadways and improve safety and mobility
Involved in the University of Florida Transportation Institute's iStreet living lab grand opening
Risk Assessment

    As a state transportation executive, Tillander is considered a politically exposed person (PEP) due to his influential government position

However, there is no evidence of any corruption allegations or illicit activities in his backgroundTillander appears to be a career transportation professional focused on using technology to improve Florida's roadways and safety In summary, Trey Tillander is a long-serving FDOT executive who oversees transportation technology and analytics to enhance Florida's transportation network. While he is considered a PEP due to his influential government role, there are no red flags in his background based on the available information

===

Here are the key ways to contact Trey Tillander, Executive Director of Transportation Technology at the Florida Department of Transportation:
Phone

    Office phone: (850) 414-4772

Email

    Email address: trey.tillander@dot.state.fl.us

Mail

    Florida Department of Transportation
    605 Suwannee St, Tallahassee, Florida, 32399

Trey Tillander has over 29 years of experience in transportation technology and currently provides statewide leadership for FDOT's information technology, operational technology and emerging technology initiatives. He oversees analytics to help FDOT better understand its roadways and improve safety and mobility",,,"https://www.zoominfo.com/p/Trey-Tillander/175650534
https://www.govtech.com/fs/analytics-to-help-florida-dot-better-understand-its-roadways
https://www.eng.ufl.edu/newengineer/news/ufti-istreet-living-lab-grand-opening/
https://www.fdot.gov/info/moredot/mission.shtm
https://fdotwww.blob.core.windows.net/sitefinity/docs/default-source/design/bulletins/eom16-03.pdf?sfvrsn=7525da7e_2",https://favsummit.com/staff/trey-tillander/,https://www.perplexity.ai/search/PEP-means-politically-om2JTt3QTveL1RQRM_vMzw,30 May 2024,not found,not found,not found,not found,not found,not found,not found
L.K.,Nandam,L.K. Nandam,Department of Transportation District One Secretary,,NA,NA,NA,M,NA,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(800) 292-3368,,NA,"Here is the key PEP information for L.K. Nandam, the Florida Department of Transportation (FDOT) District One Secretary:
Identity Verification

    Full name: L.K. Nandam

    Gender: Male

PEP Status

    Current position: District One Secretary at FDOT since November 2016

Prior roles at FDOT:

    Director of Operations and District Traffic Operations Engineer

Has over 24 years of experience in the transportation industry in both the private and public sector
Risk Assessment

    Registered professional engineer in Florida

Active member of the Institute of Transportation Engineers
Enhanced Due Diligence

    No information provided about any illicit activities or connections to sanctioned individuals

Ongoing Monitoring

    As a high-ranking FDOT official, L.K. Nandam's activities should be continuously monitored for any changes in risk profile

L.K. Nandam has served as the District One Secretary for the Florida Department of Transportation since November 2016, overseeing transportation projects and initiatives in Southwest Florida. He brings extensive experience from both the public and private sectors to this politically exposed position.",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://sarasotanewsleader.com/l-k-nandam-named-fdot-district-1-secretary-replacing-hathaway/
https://www.mympo.org/files/191/Destination-Zero/1426/Agenda-and-Bio.pdf
https://www.fdot.gov/contracts/district-offices/d5/lettings/dist-letting-project-info.shtm/lists/southwest-central-task-force-members/state-agencies-commissions-partnerships
https://www.linkedin.com/in/lk-nandam-5a5325143/",,https://www.perplexity.ai/search/PEP-means-politically-eR.oeH94T7aAaZ6rxog8XQ,30 May 2024,not found,not found,not found,not found,not found,not found,not found
Greg,Evans,Greg Evans,Department of Transportation District Two Secretary,,NA,NA,NA,M,Greg.Evans@dot.state.fl.us,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(800) 749-2967,,NA,"Here is the key PEP information for Greg Evans, the Florida Department of Transportation (FDOT) District Two Secretary:

    Full name: Greg Evans, P.E.

Position: FDOT District Two Secretary
Appointment date: Appointed on February 6, 2012
Responsibilities: Responsible for the day-to-day administrative, planning, production and operations activities for FDOT District Two, which encompasses 18 counties in North Central Florida
Background: Over 21 years of experience in the management and operations of public infrastructure. Alumnus of Southern Institute of Technology with a Bachelor of Science in Civil Engineering Technology

    .

As the FDOT District Two Secretary, Greg Evans serves as an ex-officio member on the Jacksonville Transportation Authority (JTA) Board of Directors. However, reports indicate he has not attended a JTA board meeting in over 5 years

===

To contact Greg Evans, the Florida Department of Transportation (FDOT) District Two Secretary, you can use the following methods:

    Email: Greg.Evans@dot.state.fl.us

Phone:

    Call (800) 749-2967 ext. 7800 and ask to speak with Greg Evans

Call (800) 749-2967 ext. 3722 to request special accommodations or translation services to communicate with Greg Evans
Mail:
Send a letter to:
Mr. Greg Evans, FDOT District Two Secretary
Mail Station 2000
1109 S. Marion Avenue
Lake City, FL 32025-5874
In-person:
Visit the FDOT Urban Office Training Center located at:
2198 Edison Avenue
Jacksonville, FL 32204
during a public hearing or event where Greg Evans is present

As the FDOT District Two Secretary, Greg Evans is responsible for the 18 counties in North Central Florida that make up District Two. He serves as an ex-officio member on the Jacksonville Transportation Authority (JTA) Board of Directors, but reports indicate he has not attended a JTA board meeting in over 5 years.",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.jtafla.com/about-jta/leadership/board-of-directors/
https://www.linkedin.com/in/greg-evans-684848ba/
https://nflroads.com/News/FDOT%20to%20host%20public%20hearing%20for%20tentative%20five-year%20work%20program.pdf",https://www.actionnewsjax.com/unavailable-location/,https://www.perplexity.ai/search/PEP-means-politically-mB8ujRJGQQq7uJYtvAooJg,30 May 2024,not found,not found,not found,not found,not found,not found,not found
Phillip,Gainer,Phillip Gainer,Department of Transportation District Three Secretary,,NA,NA,NA,M,NA,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399
====
Highway 90 East, Chipley, Florida 32428-0607",(888) 638-0250,(850) 330-1250,NA,"Here is the key PEP information for Phillip Gainer, Florida Department of Transportation (FDOT) District Three Secretary:

    Full name: Phillip Gainer, P.E.

Title: District Three Secretary, FDOTContact information:

    Address: Highway 90 East, Chipley, Florida 32428-0607

Phone: (850) 330-1250, 1-888-638-0250 (Toll Free)

    Appointment date and years of service: Not specified

Gainer's role as FDOT District Three Secretary involves overseeing transportation projects and initiatives in the Florida Panhandle region, which encompasses 16 counties. He is responsible for gathering public input on the district's tentative work program and can be contacted by email or mail to provide comments. The search results do not indicate any potentially illicit behaviors, allegations of corruption, or illegal activities associated with Phillip Gainer. However, as a high-ranking government official, he would likely be considered a politically exposed person (PEP) subject to enhanced due diligence and ongoing monitoring by financial institutions to manage any corruption or money laundering risks.",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.flrules.org/Gateway/View_notice.asp?id=26559490
https://www.cityofpensacola.com/CivicSend/ViewMessage/message/132670
https://www.fdot.gov/info/moredot/districts/dist3.shtm",,https://www.perplexity.ai/search/PEP-means-politically-KZPf5va7TR.6V40cRtLYIQ,30 May 2024,not found,not found,not found,not found,not found,not found,not found
Steven,Braun,Steven Braun,Department of Transportation District Four Secretary,,NA,NA,NA,M,NA,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399
===
3400 West Commercial Boulevard, Fort Lauderdale, Florida 33309 ",(866) 336-8435,(954) 777-4143,NA,"Here is the key PEP information for Steven C. Braun, Florida Department of Transportation District Four Secretary:
Identity Verification

    Steven C. Braun, P.E. is the District Four Secretary for the Florida Department of Transportation (FDOT)

He is based in Fort Lauderdale, Florida
Risk Assessment

    As a high-ranking government official, Braun would be considered a politically exposed person (PEP) due to his prominent public position

However, there is no indication that Braun poses any heightened risk or has any adverse media associations
Ongoing Monitoring

    As a PEP, Braun's status and any changes to his position or relationships should be continuously monitored by financial institutions

No suspicious activity has been reported related to Braun In summary, while Steven C. Braun meets the definition of a PEP due to his role as a senior Florida government official, the available information does not suggest he poses any elevated money laundering or corruption risks. Financial institutions should still conduct appropriate PEP screening and ongoing monitoring for Braun in line with their risk-based compliance policies",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.fdot.gov/info/moredot/districts/dist4.shtm
https://www.linkedin.com/in/steve-braun-84b802b/",,https://www.perplexity.ai/search/PEP-means-politically-7wTjvEP2QGmgY6b_2.tkUw,30 May 2024,Steven BRAUN,BRAUN,Steven,30/12/1899,"Jasper, Indiana, USA",USA,M
John,Tyler,John Tyler,Department of Transportation District Five Secretary,,NA,NA,NA,M,NA,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399
===
Florida Department of Transportation
719 South Woodland Boulevard
Mail Station 520
DeLand, Florida 32720",(800) 780-7102,,NA,"Here is the key PEP information for John Tyler, the Florida Department of Transportation District Five Secretary:
Identity Verification

    Full name: John E. Tyler

    Date of birth: Not provided

Political Exposure

    Current position: District Five Secretary at Florida Department of Transportation

Appointment date: May 2022 - PresentPrevious positions:

    Director of Transportation Operations (July 2020 - May 2022)

District Construction Engineer (2012 - July 2020)
District Consultant Project Management Engineer (2009 - 2012)
Leesburg Operations Engineer (2007 - 2009)

Family and Associates

    No information provided about family members or close associates

Source of Wealth and Funds

    No information provided about source of wealth or funds

Risk Assessment

    No negative news or risk factors mentioned in the search results

Ongoing Monitoring

    Continuously monitoring of Tyler's activities as a current government official would be prudent

The search results provide a good overview of John Tyler's career history and current position as the Florida Department of Transportation District Five Secretary, but lack some key PEP information like date of birth and any potential risk factors. Ongoing monitoring of Tyler's activities would be important for assessing and mitigating any risks associated with his politically exposed position.",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.linkedin.com/in/john-tyler-631b55106/
https://orgchart.fdot.gov/05",https://www.bizjournals.com/orlando/news/2022/05/04/fdot-names-new-local-secretary.html,https://www.perplexity.ai/search/PEP-means-politically-Drxk4QInQiSCeYh4ODQiTA,30 May 2024,not found,not found,not found,not found,not found,not found,not found
Stacy,Miller,Stacy Miller,Department of Transportation District Six Secretary,,NA,NA,NA,F,Stacy.Miller@dot.state.fl.us,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399
===
1000 N.W. 111 Avenue, Miami, Florida 33172",(800) 435-2368,"(305) 470-5197
(305) 470-5349
(305) 470-5100",NA,"Here is the key PEP information for Stacy Miller, the Florida Department of Transportation (FDOT) District Six Secretary:
Identifying PEP

    Full name: Stacy L. Miller, P.E.

Position: District Six Secretary, Florida Department of Transportation

    Country of political exposure: United States

Stacy Miller was appointed FDOT District Six Secretary in March 2021 and started in the role in May 2021. She leads transportation projects in Miami-Dade and Monroe counties in South Florida.
Assessing PEP Risk

    Miller has over 30 years of experience at FDOT, starting as a professional engineering trainee in 1991

She has held various positions including highway designer, consultant project manager, program management engineer, and director of transportation developmentIn 2019, she was appointed Assistant Secretary for Finance and Administration for FDOT before returning to District Six as SecretaryUnder her leadership, District Six is overseeing major projects like the I-395 Miami PD&E Study and preparing the transportation infrastructure for future growth in South Florida
Monitoring PEP

    Miller's contact information is publicly available, including her email address Stacy.Miller@dot.state.fl.us

As a high-ranking FDOT official, her activities and decisions related to transportation projects in South Florida should be monitored for any potential conflicts of interest or suspicious activities Stacy Miller is a long-serving FDOT official who has been entrusted with leading transportation projects in one of Florida's most populous and economically important regions. While she appears to have an extensive and reputable career at the department, ongoing monitoring of her activities is warranted given her position of authority over state funds and infrastructure.",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.miamitodaynews.com/2021/08/17/stacy-miller-leads-major-florida-department-of-transportation-projects/
https://www.fdotmiamidade.com/downloads/FDOT_Selects_Stacy_Miller_as_District_Six_Secretary.pdf
https://www.fdot.gov/info/moredot/districts/dist6.shtm
https://www.fdotmiamidade.com/userfiles/files/D6-FDOT-Handbook%20September%202023.pdf
https://orgchart.fdot.gov/06
https://docmgmt.miamibeachfl.gov/WebLink/DocView.aspx?cr=1&dbid=0&id=290649&repo=CityClerk",,https://www.perplexity.ai/search/PEP-means-politically-b0IrlOUUTO6woEfUll64TA,30 May 2024,not found,not found,not found,not found,not found,not found,not found
David,Gwynn,David Gwynn,Department of Transportation District Seven Secretary,,NA,NA,NA,M,david.gwynn@dot.state.fl.us,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399

==

Florida Department of Transportation District 7
11201 N. Malcolm McKinley Drive
Tampa, FL 33612",(800) 226-7220,(813) 975-6039 ,NA,"Based on the provided search results, here is the relevant PEP (Politically Exposed Person) information for David Gwynn, Florida Department of Transportation District Seven Secretary:
Identifying PEP

    Full Name: David Gwynn
    Current Prominent Public Position: Secretary of Florida Department of Transportation (FDOT) District Seven 

Held this position since: July 2017
Background Information

    Education: Bachelor of Engineering from United States Military Academy at West Point (1983), Master of Transportation Engineering from University of Florida 

Prior Experience: Over 30 years in private sector providing consulting services to transportation industry before joining FDOT in 2016. Co-founded engineering firm TEI Engineers & Planners in 1991 and served in senior executive roles at other large firms.
Role and Responsibilities

    Provides administrative oversight for planning, development and operations of all transportation modes within Citrus, Hillsborough, Hernando, Pasco and Pinellas counties in Florida.

Leads FDOT District Seven in addressing local road safety concerns and implementing latest safety rules and programs.
No specific information was provided regarding source of wealth, expected transactions, risk assessment or enhanced due diligence requirements related to David Gwynn's position as a PEP. The search results focused primarily on his professional background and current role overseeing transportation for a region of Florida

==

Based on the provided search results, here are the relevant details on how to contact David Gwynn, Secretary of the Florida Department of Transportation (FDOT) District Seven:
Contact Information

    Phone Number: (813) 975-6039 

    Email Address: Not provided in the search results

Office Address
Florida Department of Transportation District 7
11201 N. Malcolm McKinley Drive
Tampa, FL 33612 The search results do not directly list David Gwynn's email address. However, some potential ways to reach him could be:

    Contacting the FDOT District 7 office at the provided phone number (813) 975-6000 and asking to be connected to his office 

Sending written correspondence to the FDOT District 7 office address listed above

    Attempting to find his official FDOT email address by searching online directories or the department's website, which may follow a standard format like david.gwynn@dot.state.fl.us

As the District Secretary overseeing transportation operations in the Tampa region, David Gwynn likely has an administrative assistant or public affairs staff who can facilitate contact and communication.",NA,LLM,"https://www.fdot.gov/info/moredot/mission.shtm
https://fdotwww.blob.core.windows.net/sitefinity/docs/default-source/planning/policy/transplex/2021_october_web_series/october-2021-speaker_bios_v1.pdf?sfvrsn=b1658458_6
https://www.linkedin.com/in/david-gwynn-a011ab25/
https://www.youtube.com/watch?v=Lnq5J9K10EA
https://www.fdot.gov/maintenance/district7mapcontacts.shtm","https://www.bizjournals.com/tampabay/c/power-100-2024-tampa-bay-influential-leaders/22599/power-100-david-gwynn-secretary-florida-department-of-transportation-district-7.html
https://floridaltap.org/recorded-webinar-fdot-districts-1-7-local-agency-safety-summit/
https://rocketreach.co/david-gwynn-email_5120558",https://www.perplexity.ai/search/PEP-means-politically-HO.tjFrARxCuC7hzy8qlWg,31 May 2024,not found,not found,not found,not found,not found,not found,not found
Nicola,Liquori,Nicola Liquori,Department of Transportation Executive Director and Chief Exeuctive Officer,,NA,NA,NA,F,nicola.liquori@dot.state.fl.us,"Florida Department of Transportation
605 Suwannee Street
Tallahassee, FL 32399",(800) 749-7453,,NA,"Based on the provided search results, here is the relevant PEP information for Nicola Liquori, Executive Director and Chief Executive Officer of the Florida Department of Transportation:
Identifying PEP

    Full Name: Nicola Liquori
    Current Prominent Public Position: Executive Director and Chief Executive Officer of Florida's Turnpike Enterprise (FTE), which is part of the Florida Department of Transportation

Appointed to this position in August 2019
Risk Assessment

    Source of wealth: Salary and compensation from public sector employment with the State of Florida

Purpose of role: Oversee the operations, maintenance, and projects of Florida's Turnpike System as head of FTE
Expected activities: Management of toll road system, approval of contracts/expenditures related to turnpike projects and operations
Enhanced Due Diligence

    No adverse media or allegations of corruption/money laundering found in search results
    Would likely require senior management approval and enhanced monitoring at financial institutions due to prominent public position and authority over large public works projects/expenditures

The search results provide Nicola Liquori's current leadership position, responsibilities, source of income from public employment, and no negative reports that would elevate risk assessment. However, enhanced due diligence measures would still be prudent given his authority over major infrastructure projects and public funds as the CEO of Florida's Turnpike Enterprise

====

Based on the provided search results, here are the best ways to contact Nicola Liquori:

    Email Address: According to 

, Nicola Liquori's email address is nicola.liquori@dot.state.fl.us
LinkedIn: You can try to connect with Nicola Liquori on LinkedIn
and send her a message through the platform.
Through Florida's Turnpike Enterprise: As the Executive Director and CEO of Florida's Turnpike Enterprise, you could try reaching out to her office through the general contact information provided on their website

    . However, there are no direct contact details for her listed.

The search results do not provide a phone number or mailing address specifically for contacting Nicola Liquori directly. Your best options appear to be emailing her directly using the email from , connecting on LinkedIn , or attempting to reach her office through the Florida's Turnpike Enterprise general contacts . As a prominent public figure, she likely has limited direct contact information publicly available for privacy reasons.",NA,,"https://www.fdot.gov/info/moredot/mission.shtm
https://www.linkedin.com/in/nicola-liquori-a3b735a5/
https://floridasturnpike.com/about/floridas-turnpike-leadership/
https://teamfl.org/portfolio/nicola-liquori/","https://favsummit.com/staff/nicola-liquori/
https://rocketreach.co/nicola-liquori-email_13795259",https://www.perplexity.ai/search/PEP-means-politically-uFv3t4cwTpKP0b5Bqey2gg,31 May 2024,not found,not found,not found,not found,not found,not found,not found
